current_collector,card_name,current_owner,CHANGE_owner_to,CHANGE_collector_to,current_front_art,CHANGE_front_art_to,current_back_art,CHANGE_back_art_to,art_upload_folder,current_rarity,CHANGE_rarity_to,current_front_title,CHANGE_front_title_to,current_back_title,CHANGE_back_title_to,card_kind,printing_uuid,notes
WLX-133,"Valgavoth, Terror Eater",Will,,,WLX-133.jpg,,,,imports/replacements/will/,special,,,,,,official,18e0dd50-06b6-5eae-9abd-7f7fb27bdfca,"Imported from will/Valgavoth, Terror Eater.jpg in file batch a7207394f9"
WLX-134,Vile Entomber,Will,,,WLX-134.jpg,,,,imports/replacements/will/,special,,,,,,official,f0d4e14d-2ab4-596c-b99f-47276b25f754,Imported from will/Vile Entomber.jpg in file batch a7207394f9
WLX-135,Warstorm Surge,Will,,,WLX-135.jpg,,,,imports/replacements/will/,special,,,,,,official,9d926a49-75e8-54d2-85f4-872bbdc7c2c9,Imported from will/Warstorm Surge.jpg in file batch a7207394f9
WLX-136,Whip of Erebos,Will,,,WLX-136.jpg,,,,imports/replacements/will/,special,,,,,,official,7381320b-ccc5-5cc6-9d28-5a269fce6a3c,Imported from will/Whip of Erebos.jpg in file batch a7207394f9
WLX-137,Wrathful Raptors,Will,,,WLX-137.jpg,,,,imports/replacements/will/,special,,,,,,official,aef21de6-606a-584a-bcee-7c0e1ce82fa1,Imported from will/Wrathful Raptors.jpg in file batch a7207394f9
WLX-138,Yurlok of Scorch Thrash,Will,,,WLX-138.jpg,,,,imports/replacements/will/,special,,,,,,official,52248ee2-127b-5eb4-87b3-432b24b685ee,Imported from will/Yurlok of Scorch Thrash.jpg in file batch a7207394f9
WLX-139,Zero Point Ballad,Will,,,WLX-139.jpg,,,,imports/replacements/will/,special,,,,,,official,bc7e50cf-d4c2-54fe-a470-36e43a53792b,Imported from will/Zero Point Ballad.jpg in file batch a7207394f9
WLX-140,Avatar Token,Will,,,WLX-140.png,,,,imports/replacements/will/,special,,,,,,official_token,1b2d65b7-11d5-5c54-9ac9-dcd010619788,Imported from will/TOKEN - Awaken the Blood Avatar.png in file batch a7207394f9
WLX-141,All That Glitters,Alex,,,WLX-141.jpg,,,,imports/replacements/alex/,special,,,,,,official,7370c22a-b974-51e7-885f-2d27bc6bd334,Imported from alex/All That Glitters.jpg in file batch be96fa5cd2
WLX-142,An Offer You Can't Refuse,Alex,,,WLX-142.jpg,,,,imports/replacements/alex/,special,,,,,,official,27e6f656-20e5-5705-b8e1-b019510546b4,Imported from alex/An Offer You Can't Refuse.jpg in file batch be96fa5cd2
WLX-143,Avatar's Wrath,Alex,,,WLX-143.jpg,,,,imports/replacements/alex/,special,,,,,,official,0df652bc-14c4-5a70-986b-a993646dd3c8,Imported from alex/Avatar's Wrath.jpg in file batch be96fa5cd2
WLX-144,Dovin's Veto,Alex,,,WLX-144.jpg,,,,imports/replacements/alex/,special,,,,,,official,4945e32e-cd65-5007-b94e-9e5c1110c2ff,Imported from alex/Dovin's Veto.jpg in file batch be96fa5cd2
WLX-145,Enlightened Tutor,Alex,,,WLX-145.jpg,,,,imports/replacements/alex/,special,,,,,,official,eeea02d0-6d13-53d6-b54b-d5724dbe406f,Imported from alex/Enlightened Tutor.jpg in file batch be96fa5cd2
WLX-146,Isochron Scepter,Alex,,,WLX-146.jpg,,,,imports/replacements/alex/,special,,,,,,official,9152aff8-d76c-540c-961c-53a5f2e58bdc,Imported from alex/Isochron Scepter.jpg in file batch be96fa5cd2
WLX-147,Kynaios and Tiro of Meletis,Alex,,,WLX-147.jpg,,,,imports/replacements/alex/,special,,,,,,official,695ae773-a398-5413-b63d-a5e81c570e7a,Imported from alex/Kynaios and Tiro of Meletis.jpg in file batch be96fa5cd2
WLX-148,Spectral Searchlight,Alex,,,WLX-148.jpg,,,,imports/replacements/alex/,special,,,,,,official,9c50d8a1-754f-52fa-a4f8-0e32739e3d90,Imported from alex/Spectral Searchlight.jpg in file batch be96fa5cd2
WLX-149,Veteran Explorer,Alex,,,WLX-149.jpg,,,,imports/replacements/alex/,special,,,,,,official,dd9da0c9-b82a-5019-a3b0-8613b564674f,Imported from alex/Veteran Explorer.jpg in file batch be96fa5cd2
WLX-150,Wavebreak Hippocamp,Alex,,,WLX-150.jpg,,,,imports/replacements/alex/,special,,,,,,official,d8afafda-a586-52cc-bcda-7a8c530e4cff,Imported from alex/Wavebreak Hippocamp.jpg in file batch be96fa5cd2
WLX-151,"Iroh, Grand Lotus",Jay,,,WLX-151.png,,,,imports/replacements/jay/,special,,,,,,official,eb2f4a79-bb91-5242-8cd2-afbbf7faaba0,"Imported from jay/Iroh, Grand Lotus.png in file batch be96fa5cd2"
WLX-152,The Muckslinger Gang,Miguel,,,WLX-152.jpg,,,,imports/replacements/miguel/,special,,,,,,official,6eb5576d-5f07-56f7-adb4-b164f297dca1,Imported from miguel/The Muckslinger Gang.jpg in file batch be96fa5cd2
WLX-153,The Wise Mothman,Miguel,,,WLX-153.jpg,,,,imports/replacements/miguel/,special,,,,,,official,5fea98db-2fa9-53f0-982b-61cd96e0c0ea,Imported from miguel/The Wise Mothman.jpg in file batch be96fa5cd2
WLX-154,Akroma's Memorial,Will,,,WLX-154.jpg,,,,imports/replacements/will/,special,,,,,,official,1675469d-48c3-531d-b4df-35b1b683d095,Imported from will/Akroma's Memorial.jpg in file batch be96fa5cd2
WLX-155,Altar of Dementia,Will,,,WLX-155.jpg,,,,imports/replacements/will/,special,,,,,,official,2464d628-8b85-570f-abeb-93ebbb7e952a,Imported from will/Altar of Dementia.jpg in file batch be96fa5cd2
WLX-156,An Offer You Can't Refuse,Will,,,WLX-156.jpg,,,,imports/replacements/will/,special,,,,,,official,2cf3343b-744c-5fc9-a031-b39d38bf94e2,Imported from will/An Offer You Can't Refuse.jpg in file batch be96fa5cd2
WLX-157,Ancient Stone Idol,Will,,,WLX-157.jpg,,,,imports/replacements/will/,special,,,,,,official,7206883c-3386-5973-8898-27c76f3d3fcf,Imported from will/Ancient Stone Idol.jpg in file batch be96fa5cd2
WLX-158,Anger,Will,,,WLX-158.jpg,,,,imports/replacements/will/,special,,,,,,official,b029c61f-ff99-5de5-adb8-82c0b3cbb58a,Imported from will/Anger.jpg in file batch be96fa5cd2
WLX-159,Arcane Denial,Will,,,WLX-159.jpg,,,,imports/replacements/will/,special,,,,,,official,8e0c38d7-fb14-54eb-8271-3a6d7d4fcaf6,Imported from will/Arcane Denial.jpg in file batch be96fa5cd2
WLX-160,Arcane Signet,Will,,,WLX-160.jpg,,,,imports/replacements/will/,special,,,,,,official,bffbef30-f63a-5908-8290-b2268291d06c,Imported from will/Arcane Signet __ 1.jpg in file batch be96fa5cd2
WLX-161,Arcane Signet,Will,,,WLX-161.jpg,,,,imports/replacements/will/,special,,,,,,official,641b5680-6a7c-5190-8e58-160921a6d9d3,Imported from will/Arcane Signet __ 2.jpg in file batch be96fa5cd2
WLX-162,Arcane Signet,Will,,,WLX-162.jpg,,,,imports/replacements/will/,special,,,,,,official,118521df-d369-5426-90d8-f78537891b91,Imported from will/Arcane Signet __ 3.jpg in file batch be96fa5cd2
WLX-163,Arcane Signet,Will,,,WLX-163.jpg,,,,imports/replacements/will/,special,,,,,,official,038ce937-7e9c-565a-a9c4-44127ac79300,Imported from will/Arcane Signet __ 4.jpg in file batch be96fa5cd2
WLX-164,Arcane Signet,Will,,,WLX-164.jpg,,,,imports/replacements/will/,special,,,,,,official,4b10ace6-1f86-54db-96a8-c5edf84c85f7,Imported from will/Arcane Signet __ 5.jpg in file batch be96fa5cd2
WLX-165,Arcane Signet,Will,,,WLX-165.jpg,,,,imports/replacements/will/,special,,,,,,official,cbb9d14f-b4c9-560d-a8c9-31cb454ecfc8,Imported from will/Arcane Signet.jpg in file batch be96fa5cd2
WLX-166,Artful Dodge,Will,,,WLX-166.jpg,,,,imports/replacements/will/,special,,,,,,official,24b1bc81-9f3e-5840-a163-8e123bc19a1d,Imported from will/Artful Dodge.jpg in file batch be96fa5cd2
WLX-167,Asceticism,Will,,,WLX-167.jpg,,,,imports/replacements/will/,special,,,,,,official,d8e2c9f2-3f90-50d3-bb03-bc468263d259,Imported from will/Asceticism.jpg in file batch be96fa5cd2
WLX-168,Berserkers' Onslaught,Will,,,WLX-168.jpg,,,,imports/replacements/will/,special,,,,,,official,8ff3d6dc-467f-567b-915b-0aaf9c102b20,Imported from will/Berserkers' Onslaught.jpg in file batch be96fa5cd2
WLX-169,Blasphemous Act,Will,,,WLX-169.jpg,,,,imports/replacements/will/,special,,,,,,official,e3cf3a9c-655c-5798-8919-c2e017ae149a,Imported from will/Blasphemous Act.jpg in file batch be96fa5cd2
WLX-170,Bolt Bend,Will,,,WLX-170.jpg,,,,imports/replacements/will/,special,,,,,,official,2ff9e8f7-e0a0-52f7-ab60-5c53f9229648,Imported from will/Bolt Bend.jpg in file batch be96fa5cd2
WLX-171,Bronzebeak Foragers,Will,,,WLX-171.jpg,,,,imports/replacements/will/,special,,,,,,official,1d9cbeb0-2085-50c2-8b19-c793d2c28ef5,Imported from will/Bronzebeak Foragers.jpg in file batch be96fa5cd2
WLX-172,Chandra's Ignition,Will,,,WLX-172.jpg,,,,imports/replacements/will/,special,,,,,,official,0b6e886b-5097-5cea-a1ea-9f2c892d1041,Imported from will/Chandra's Ignition.jpg in file batch be96fa5cd2
WLX-173,Chaos Warp,Will,,,WLX-173.jpg,,,,imports/replacements/will/,special,,,,,,official,6e7e8ce3-ae4e-55ca-a8d0-3321c1d3a4b8,Imported from will/Chaos Warp.jpg in file batch be96fa5cd2
WLX-174,Charming Scoundrel,Will,,,WLX-174.jpg,,,,imports/replacements/will/,special,,,,,,official,837c2e0b-056a-5b4d-9d37-81acec8fc724,Imported from will/Charming Scoundrel.jpg in file batch be96fa5cd2
WLX-175,Cityscape Leveler,Will,,,WLX-175.jpg,,,,imports/replacements/will/,special,,,,,,official,08ce4e32-16df-5765-adc8-1989bbc71c21,Imported from will/Cityscape Leveler.jpg in file batch be96fa5cd2
WLX-176,Cloud Key,Will,,,WLX-176.jpg,,,,imports/replacements/will/,special,,,,,,official,fc66ed1c-803a-5aee-828b-d9098bcf7ce8,Imported from will/Cloud Key.jpg in file batch be96fa5cd2
WLX-177,Collective Inferno,Will,,,WLX-177.jpg,,,,imports/replacements/will/,special,,,,,,official,69145e0d-0c1a-5691-a8ce-cc4b320d039a,Imported from will/Collective Inferno.jpg in file batch be96fa5cd2
WLX-178,Collective Resistance,Will,,,WLX-178.jpg,,,,imports/replacements/will/,special,,,,,,official,4b7eb499-e01a-52be-ada1-d4a0abc1ddcd,Imported from will/Collective Resistance.jpg in file batch be96fa5cd2
WLX-179,Combustible Gearhulk,Will,,,WLX-179.jpg,,,,imports/replacements/will/,special,,,,,,official,f40004fa-577f-50dc-b25a-1359f1bf507c,Imported from will/Combustible Gearhulk.jpg in file batch be96fa5cd2
WLX-180,Crash Through,Will,,,WLX-180.jpg,,,,imports/replacements/will/,special,,,,,,official,acf5c569-f921-5dc4-a550-7f57c735cce9,Imported from will/Crash Through.jpg in file batch be96fa5cd2
WLX-181,Cultivate,Will,,,WLX-181.jpg,,,,imports/replacements/will/,special,,,,,,official,8214261d-8d87-512b-89e4-4c31b09a1f63,Imported from will/Cultivate.jpg in file batch be96fa5cd2
WLX-182,Curiosity Crafter,Will,,,WLX-182.jpg,,,,imports/replacements/will/,special,,,,,,official,7e1f0bf0-7857-53b8-b10e-e5e466970bc8,Imported from will/Curiosity Crafter.jpg in file batch be96fa5cd2
WLX-183,Cursed Mirror,Will,,,WLX-183.jpg,,,,imports/replacements/will/,special,,,,,,official,7f8966b2-c73c-5f8c-90d3-b358555de67a,Imported from will/Cursed Mirror.jpg in file batch be96fa5cd2
WLX-184,Cyclonic Rift,Will,,,WLX-184.jpg,,,,imports/replacements/will/,special,,,,,,official,ab81135b-fa25-52ef-b541-0aea7d9905fc,Imported from will/Cyclonic Rift __ 1.jpg in file batch be96fa5cd2
WLX-185,Cyclonic Rift,Will,,,WLX-185.jpg,,,,imports/replacements/will/,special,,,,,,official,c524ab1e-7952-526f-919f-d315f9e0b64c,Imported from will/Cyclonic Rift.jpg in file batch be96fa5cd2
WLX-186,Defiler of Instinct,Will,,,WLX-186.jpg,,,,imports/replacements/will/,special,,,,,,official,db119e30-1683-559d-95ec-236611325a39,Imported from will/Defiler of Instinct.jpg in file batch be96fa5cd2
WLX-187,Devil Dinosaur,Will,,,WLX-187.jpg,,,,imports/replacements/will/,special,,,,,,official,4d3a1c49-10e2-5e05-8039-5a1ef9567f28,Imported from will/Devil Dinosaur.jpg in file batch be96fa5cd2
WLX-188,Distortion Strike,Will,,,WLX-188.jpg,,,,imports/replacements/will/,special,,,,,,official,5c80ae99-89b9-5534-b98e-48e0c8f2495b,Imported from will/Distortion Strike.jpg in file batch be96fa5cd2
WLX-189,Dour Port-Mage,Will,,,WLX-189.jpg,,,,imports/replacements/will/,special,,,,,,official,b68e6f3a-ec76-5eee-b174-40f177af5da9,Imported from will/Dour Port-Mage.jpg in file batch be96fa5cd2
WLX-190,Duplicant,Will,,,WLX-190.jpg,,,,imports/replacements/will/,special,,,,,,official,ef941a0e-da10-577e-bbeb-6b399b0a2cd7,Imported from will/Duplicant.jpg in file batch be96fa5cd2
WLX-191,Eidolon of Blossoms,Will,,,WLX-191.jpg,,,,imports/replacements/will/,special,,,,,,official,740bdf86-a12b-5e74-af7b-c6665db7c404,Imported from will/Eidolon of Blossoms.jpg in file batch be96fa5cd2
WLX-192,Enduring Curiosity,Will,,,WLX-192.jpg,,,,imports/replacements/will/,special,,,,,,official,8e19e98e-d3d9-5f85-b26a-f980481468c9,Imported from will/Enduring Curiosity.jpg in file batch be96fa5cd2
WLX-193,Enter the Enigma,Will,,,WLX-193.jpg,,,,imports/replacements/will/,special,,,,,,official,f2a1f55e-a77e-5cfa-886c-0f5dc104eab7,Imported from will/Enter the Enigma.jpg in file batch be96fa5cd2
WLX-194,Eternal Witness,Will,,,WLX-194.jpg,,,,imports/replacements/will/,special,,,,,,official,19e4719e-959b-50bf-9f02-681cf3e8b45e,Imported from will/Eternal Witness.jpg in file batch be96fa5cd2
WLX-195,Extinguisher Battleship,Will,,,WLX-195.jpg,,,,imports/replacements/will/,special,,,,,,official,e6e8a190-97bb-5d4d-9243-d93a1e72627a,Imported from will/Extinguisher Battleship.jpg in file batch be96fa5cd2
WLX-196,Faithless Looting,Will,,,WLX-196.jpg,,,,imports/replacements/will/,special,,,,,,official,ba9f1c38-152a-5927-8c10-dedb5afbe780,Imported from will/Faithless Looting.jpg in file batch be96fa5cd2
WLX-197,Fiery Emancipation,Will,,,WLX-197.jpg,,,,imports/replacements/will/,special,,,,,,official,975ad823-0122-585e-9d23-8fe40ce030a9,Imported from will/Fiery Emancipation.jpg in file batch be96fa5cd2
WLX-198,Flameshadow Conjuring,Will,,,WLX-198.jpg,,,,imports/replacements/will/,special,,,,,,official,b7b513a7-5cad-5f16-a95d-a9d2e165fb2d,Imported from will/Flameshadow Conjuring.jpg in file batch be96fa5cd2
WLX-199,Flow State,Will,,,WLX-199.jpg,,,,imports/replacements/will/,special,,,,,,official,70fe13d1-42e9-5002-89de-7dfd24e843b8,Imported from will/Flow State.jpg in file batch be96fa5cd2
WLX-200,Frontier Siege,Will,,,WLX-200.jpg,,,,imports/replacements/will/,special,,,,,,official,47af146b-176b-5721-978d-5e2547a00743,Imported from will/Frontier Siege.jpg in file batch be96fa5cd2
WLX-201,Ghalta and Mavren,Will,,,WLX-201.jpg,,,,imports/replacements/will/,special,,,,,,official,2b751557-ae38-5d28-9313-904c38dcdcda,Imported from will/Ghalta and Mavren.jpg in file batch be96fa5cd2
WLX-202,"Gisa, the Hellraiser",Will,,,WLX-202.jpg,,,,imports/replacements/will/,special,,,,,,official,718cea1b-808a-57e3-a90a-c469e8ab9afd,"Imported from will/Gisa, the Hellraiser.jpg in file batch be96fa5cd2"
WLX-203,Glorious Sunrise,Will,,,WLX-203.jpg,,,,imports/replacements/will/,special,,,,,,official,88d8d34b-d55c-5ba3-bee7-927429791a54,Imported from will/Glorious Sunrise.jpg in file batch be96fa5cd2
WLX-204,Goblin Anarchomancer,Will,,,WLX-204.jpg,,,,imports/replacements/will/,special,,,,,,official,990dac43-f8e4-5464-8c0a-cab399afe604,Imported from will/Goblin Anarchomancer.jpg in file batch be96fa5cd2
WLX-205,Goldlust Triad,Will,,,WLX-205.jpg,,,,imports/replacements/will/,special,,,,,,official,ffdfc407-1bec-5ea3-8f72-1e7535a6feec,Imported from will/Goldlust Triad.jpg in file batch be96fa5cd2
WLX-206,Great Train Heist,Will,,,WLX-206.jpg,,,,imports/replacements/will/,special,,,,,,official,b93cbd3d-1318-5a9c-b0c6-a19e93d0ce00,Imported from will/Great Train Heist.jpg in file batch be96fa5cd2
WLX-207,Greater Good,Will,,,WLX-207.jpg,,,,imports/replacements/will/,special,,,,,,official,72a7e540-918a-5374-bf3a-30c15daa2a60,Imported from will/Greater Good.jpg in file batch be96fa5cd2
WLX-208,Gruul Signet,Will,,,WLX-208.jpg,,,,imports/replacements/will/,special,,,,,,official,9219c192-b1b6-5dcd-902a-849eed67ec9c,Imported from will/Gruul Signet.jpg in file batch be96fa5cd2
WLX-209,Gruul War Chant,Will,,,WLX-209.jpg,,,,imports/replacements/will/,special,,,,,,official,8b7200f2-607c-513e-9a5e-c01398a98722,Imported from will/Gruul War Chant.jpg in file batch be96fa5cd2
WLX-210,Gruul War Plow,Will,,,WLX-210.jpg,,,,imports/replacements/will/,special,,,,,,official,ba1691b2-3745-58bd-8868-49910ad0e0d7,Imported from will/Gruul War Plow.jpg in file batch be96fa5cd2
WLX-211,Heroic Intervention,Will,,,WLX-211.jpg,,,,imports/replacements/will/,special,,,,,,official,17f04bed-2578-5b94-92ea-5d45980f15fe,Imported from will/Heroic Intervention.jpg in file batch be96fa5cd2
WLX-212,Ingenuity Engine,Will,,,WLX-212.jpg,,,,imports/replacements/will/,special,,,,,,official,e25b54eb-ce62-5a77-817e-f81faeff7705,Imported from will/Ingenuity Engine.jpg in file batch be96fa5cd2
WLX-213,Into the Flood Maw,Will,,,WLX-213.jpg,,,,imports/replacements/will/,special,,,,,,official,5ab96848-d33c-53a5-ab78-404eb3120d0b,Imported from will/Into the Flood Maw.jpg in file batch be96fa5cd2
WLX-214,Izzet Signet,Will,,,WLX-214.jpg,,,,imports/replacements/will/,special,,,,,,official,b71b65c1-60a8-5f77-a763-6b92f59e3c20,Imported from will/Izzet Signet.jpg in file batch be96fa5cd2
WLX-215,Jeska's Will,Will,,,WLX-215.jpg,,,,imports/replacements/will/,special,,,,,,official,45920af1-de57-5363-9a22-d5cb3fda3261,Imported from will/Jeska's Will.jpg in file batch be96fa5cd2
WLX-216,"Karlach, Fury of Avernus",Will,,,WLX-216.jpg,,,,imports/replacements/will/,special,,,,,,official,da1dec22-36e2-5033-a6b3-b40f166bf1d6,"Imported from will/Karlach, Fury of Avernus.jpg in file batch be96fa5cd2"
WLX-217,Keen Duelist,Will,,,WLX-217.jpg,,,,imports/replacements/will/,special,,,,,,official,5f914c3c-9021-5208-8f1c-fc1d6b33dd4a,Imported from will/Keen Duelist.jpg in file batch be96fa5cd2
WLX-218,Lightning Greaves,Will,,,WLX-218.jpg,,,,imports/replacements/will/,special,,,,,,official,4fe1b34d-680c-568f-9ee0-9959874359d4,Imported from will/Lightning Greaves.jpg in file batch be96fa5cd2
WLX-219,Maelstrom Colossus,Will,,,WLX-219.jpg,,,,imports/replacements/will/,special,,,,,,official,10941233-81e0-5860-ab30-6d89ac348fa1,Imported from will/Maelstrom Colossus.jpg in file batch be96fa5cd2
WLX-220,Mana Geyser,Will,,,WLX-220.jpg,,,,imports/replacements/will/,special,,,,,,official,d7fe8d3b-178e-54d1-9b51-20036b7328ed,Imported from will/Mana Geyser.jpg in file batch be96fa5cd2
WLX-221,Molten Primordial,Will,,,WLX-221.jpg,,,,imports/replacements/will/,special,,,,,,official,f437a91e-f6bf-5495-90dd-bdea61394f44,Imported from will/Molten Primordial.jpg in file batch be96fa5cd2
WLX-222,"Muddle, the Ever-Changing",Will,,,WLX-222.jpg,,,,imports/replacements/will/,special,,,,,,official,d457e2e0-9623-56f3-b62b-d1ede6a3c180,"Imported from will/Muddle, the Ever-Changing.jpg in file batch be96fa5cd2"
WLX-223,Myojin of Roaring Blades,Will,,,WLX-223.jpg,,,,imports/replacements/will/,special,,,,,,official,d5dc7972-d1ef-5c3a-af5c-d2c1b531c117,Imported from will/Myojin of Roaring Blades.jpg in file batch be96fa5cd2
WLX-224,N'Yami-Class Mother Ship,Will,,,WLX-224.jpg,,,,imports/replacements/will/,special,,,,,,official,ec72f622-69d1-5b15-a866-1c231dfd8f61,Imported from will/N'Yami-Class Mother Ship.jpg in file batch be96fa5cd2
WLX-225,Nautiloid Ship,Will,,,WLX-225.jpg,,,,imports/replacements/will/,special,,,,,,official,096e7ac1-3912-51fc-acf4-bc6a67bf5c51,Imported from will/Nautiloid Ship.jpg in file batch be96fa5cd2
WLX-226,Nulldrifter,Will,,,WLX-226.jpg,,,,imports/replacements/will/,special,,,,,,official,1dafe2e1-5aff-5195-b466-f75dbba76067,Imported from will/Nulldrifter.jpg in file batch be96fa5cd2
WLX-227,Octopus Form,Will,,,WLX-227.jpg,,,,imports/replacements/will/,special,,,,,,official,c7469da1-c66c-57ba-a54d-04aa2fac9c56,Imported from will/Octopus Form.jpg in file batch be96fa5cd2
WLX-228,Opt,Will,,,WLX-228.jpg,,,,imports/replacements/will/,special,,,,,,official,da45780b-c7e5-5f93-a329-276a068ac8d4,Imported from will/Opt.jpg in file batch be96fa5cd2
WLX-229,Parapet Thrasher,Will,,,WLX-229.jpg,,,,imports/replacements/will/,special,,,,,,official,cfce1f10-c0df-50e8-9cbb-4fa59cf824d0,Imported from will/Parapet Thrasher.jpg in file batch be96fa5cd2
WLX-230,Phyrexian Dreadnought,Will,,,WLX-230.jpg,,,,imports/replacements/will/,special,,,,,,official,abf3c085-8eb3-53ae-903f-3b375bd694ff,Imported from will/Phyrexian Dreadnought.jpg in file batch be96fa5cd2
WLX-231,Portal to Phyrexia,Will,,,WLX-231.jpg,,,,imports/replacements/will/,special,,,,,,official,047c73cb-0420-5f8f-a221-11d7f039b4e0,Imported from will/Portal to Phyrexia.jpg in file batch be96fa5cd2
WLX-232,Professional Face-Breaker,Will,,,WLX-232.jpg,,,,imports/replacements/will/,special,,,,,,official,99ac9a60-cd31-58ad-8279-57bce4fc7453,Imported from will/Professional Face-Breaker.jpg in file batch be96fa5cd2
WLX-233,"Purphoros, God of the Forge",Will,,,WLX-233.jpg,,,,imports/replacements/will/,special,,,,,,official,37a2995c-5543-50c5-ae61-c7d862b4401d,"Imported from will/Purphoros, God of the Forge.jpg in file batch be96fa5cd2"
WLX-234,Pym Particles,Will,,,WLX-234.jpg,,,,imports/replacements/will/,special,,,,,,official,2542a890-bbc1-59e8-9426-6ce17ee33a8e,Imported from will/Pym Particles.jpg in file batch be96fa5cd2
WLX-235,"Ragavan, Nimble Pilferer",Will,,,WLX-235.jpg,,,,imports/replacements/will/,special,,,,,,official,f8ec99b1-3191-52ad-a64c-6e37e148b670,"Imported from will/Ragavan, Nimble Pilferer.jpg in file batch be96fa5cd2"
WLX-236,"Raggadragga, Goreguts Boss",Will,,,WLX-236.jpg,,,,imports/replacements/will/,special,,,,,,official,c3bf3ff0-6aa8-583c-8e38-6a34d9b074b3,"Imported from will/Raggadragga, Goreguts Boss.jpg in file batch be96fa5cd2"
WLX-237,Invasion of Shandalar // Leyline Surge,Will,,,WLX-237-front.jpg,,WLX-237-back.jpg,,imports/replacements/will/,special,,,,,,official_double_faced,c4f884ba-3bca-58e0-b3b5-5dd441ca3a53,Imported paired face images in file batch be96fa5cd2
WLX-238,"Aeve, Progenitor Ooze",Will,,,WLX-238.png,,,,imports/replacements/will/,special,,,,,,official,d3bc3f98-d8f7-56a6-bf45-d882edf2bbc6,"Imported from will/Aeve, Progenitor Ooze __ 1.png in file batch 6d6432a8d3"
WLX-239,"Aeve, Progenitor Ooze",Will,,,WLX-239.png,,,,imports/replacements/will/,special,,,,,,official,db55dda1-a74a-5fab-bf34-4d88cda7cb74,"Imported from will/Aeve, Progenitor Ooze.png in file batch 6d6432a8d3"
WLX-240,Fear of Missing Out,Will,,,WLX-240.jpg,,,,imports/replacements/will/,special,,,,,,official,7aaa0896-8c27-5623-8777-171ed5534432,Imported from will/Fear of Missing Out.jpg in file batch 6d6432a8d3
WLX-241,Garruk's Uprising,Will,,,WLX-241.jpg,,,,imports/replacements/will/,special,,,,,,official,93672442-59ac-5bb0-ab28-2eb833029809,Imported from will/Garruk's Uprising.jpg in file batch 6d6432a8d3
WLX-242,Rain of Riches,Will,,,WLX-242.jpg,,,,imports/replacements/will/,special,,,,,,official,b1c12aff-9452-5682-af71-87e151427950,Imported from will/Rain of Riches.jpg in file batch 6d6432a8d3
WLX-243,Rapid Hybridization,Will,,,WLX-243.jpg,,,,imports/replacements/will/,special,,,,,,official,7392b792-1498-50a9-baa2-4cac84303ef5,Imported from will/Rapid Hybridization.jpg in file batch 6d6432a8d3
WLX-244,"Razaketh, the Foulblooded",Will,,,WLX-244.jpg,,,,imports/replacements/will/,special,,,,,,official,121a94a5-79f4-5bc0-a530-ab7d0c258a32,"Imported from will/Razaketh, the Foulblooded.jpg in file batch 6d6432a8d3"
WLX-245,Reaver Titan,Will,,,WLX-245.jpg,,,,imports/replacements/will/,special,,,,,,official,de7cf2b8-9f8d-590f-aaaf-d4c55b523ebc,Imported from will/Reaver Titan.jpg in file batch 6d6432a8d3
WLX-246,Redoubled Stormsinger,Will,,,WLX-246.jpg,,,,imports/replacements/will/,special,,,,,,official,9e206689-4c35-5ce7-83fc-7450507e385c,Imported from will/Redoubled Stormsinger.jpg in file batch 6d6432a8d3
WLX-247,Reflections of Littjara,Will,,,WLX-247.jpg,,,,imports/replacements/will/,special,,,,,,official,172ed51b-e5e1-538b-b86e-d7ca45b3962e,Imported from will/Reflections of Littjara.jpg in file batch 6d6432a8d3
WLX-248,Rhythm of the Wild,Will,,,WLX-248.jpg,,,,imports/replacements/will/,special,,,,,,official,7428db01-957c-5dd9-9282-590c074519cc,Imported from will/Rhythm of the Wild.jpg in file batch 6d6432a8d3
WLX-249,"Rionya, Fire Dancer",Will,,,WLX-249.jpg,,,,imports/replacements/will/,special,,,,,,official,0ab42e46-7f5c-528d-a779-c2031dec8877,"Imported from will/Rionya, Fire Dancer.jpg in file batch 6d6432a8d3"
WLX-250,Sanctum Weaver,Will,,,WLX-250.jpg,,,,imports/replacements/will/,special,,,,,,official,60e5b9cd-5301-59d6-9a18-a43d35ede3d2,Imported from will/Sanctum Weaver.jpg in file batch 6d6432a8d3
WLX-251,Sarkhan's Unsealing,Will,,,WLX-251.jpg,,,,imports/replacements/will/,special,,,,,,official,b3ccda5f-f764-56fe-ab6f-be00d4dbf64f,Imported from will/Sarkhan's Unsealing.jpg in file batch 6d6432a8d3
WLX-252,Sceptre of Eternal Glory,Will,,,WLX-252.jpg,,,,imports/replacements/will/,special,,,,,,official,179bc874-ab62-503b-864c-8c851e57afe7,Imported from will/Sceptre of Eternal Glory.jpg in file batch 6d6432a8d3
WLX-253,Shadow Rift,Will,,,WLX-253.jpg,,,,imports/replacements/will/,special,,,,,,official,37ae67f5-1ab1-5f77-94fc-4d9acc81d6d1,Imported from will/Shadow Rift.jpg in file batch 6d6432a8d3
WLX-254,"Shadowheart, Dark Justiciar",Will,,,WLX-254.jpg,,,,imports/replacements/will/,special,,,,,,official,ccb9606a-7a71-513e-b50c-5815facd1c1a,"Imported from will/Shadowheart, Dark Justiciar.jpg in file batch 6d6432a8d3"
